0	1
olursa	ol
olursa	ol
olursa	ol
olur	ol
olsun	ol
bize	biz
derhâl	derhâl
ders	ders
vermenin	ver
gerekli	gerekli
olduğunu	ol
düşünürdü	düşün
düşünür	düşün
cebinden	cep
teleobjektifle	teleobjektif
çekildiği	çek
belli	belli
olan	ol
bir	bir
fotoğraf	fotoğraf
çıkarır	çık
fotoğrafta	fotoğraf
anten	anten
direkleri	direk
görülmektedir	gör
yapımcı	yapım
kızlardan	kız
birisi	biri
ertesi	ertesi
gün	gün
işe	iş
gözleri	göz
şiş	şiş
bir	bir
şekilde	şekil
geliyor	gel
yemyeşil	yemyeşil
tarlaların	tarla
birçoğunun	birçok
ortasına	orta
evler	ev
inşa	inşa
edilmiş	et
gaskonya	gaskonya
körfezine	körfez
açılan	aç
bask	bask
ülkesi	ülke
ile	ile
arslan	arslan
körfezine	körfez
bakan	bakan
katalunya	katalunya
küçük	küçük
prens	prens
yüzü	yüz
size	siz
saçları	saç
büyük	büyük
annenizinkine	anne
annenizin	anne
kine	ki
gözleri	göz
babasının	baba
gözlerine	göz
benzeyebilir	benze
halka	halk
duyurulması	duyur
istenen	iste
bir	bir
şey	şey
olduğunda	ol
da	da
tellal	tellal
bağıra	bağır
çağıra	çağır
sokaklara	sokak
çıkar	çıkar
söylerdi	söyle
söyler	söyle
okundular	oku
baldırda	baldır
şiddetli	şiddetli
ağrı	ağrı
ne	ne
demişler	de
kefenin	kefen
cebi	cep
yok	yok
evet	evet
efendim	efendi
peki	peki
her	her
zaman	zaman
güzel	güzel
rüyalar	rüya
mı	mi
görürüz	gör
pkk'ya	pkk
bakın	bak
bu	bu
adam	adam
bu	bu
adreste	adres
oturuyor	otur
der	de
gibi	gibi
hareket	hareket
edemezsin	et
ilkbahara	ilkbahar
özgü	özgü
gelip	gel
geçici	geçici
kasırgalar	kasırga
çeşidinden	çeşit
kaynamalar	kayna
taşmalar	taş
olurdu	ol
olur	ol
gece	gece
uykuya	uyku
daldığımda	dal
canım	can
sıkkındı	sıkkın
sıkkın	sıkkın
merak	merak
ettim	et
kuşların	kuş
farklı	farklı
cinslerde	cins
olduğunu	ol
anlamak	anla
için	için
gagasına	gaga
pençelerine	pençe
kuyruğuna	kuyruk
ve	ve
renklerine	renk
bakmayı	bak
unutmayınız	unut
afganistan'da	afganistan
ki	ki
durumla	durum
ilgili	ilgili
bir	bir
bildiri	bildiri
yayımlayan	yayımla
unhcr	unhcr
durumun	durumun
hızla	hızla
kötüleşebileceği	kötüleş
büyük	büyük
göç	göç
hareketleri	hareket
hatta	hatta
kitle	kitle
halinde	hâl
ölümler	ölüm
görülebileceği	görülebileceği
uyarısında	uyarı
bulundu	bulun
insanın	insan
kırk	kırk
yıllık	yıllık
kimliğini	kimlik
kanıtlaması	kanıtla
ne	ne
zormuş	zor
baş	baş
sarımsak	sarımsak
çorba	çorba
kaşığı	kaşık
margarin	margarin
bir	bir
şey	şey
daha	daha
var	var
aile	aile
hukuku	hukuk
dendiği	de
zaman	zaman
kadın	kadın
ve	ve
erkeğin	erkek
hakları	hâk
kadar	kadar
çocuğun	çocuk
hakları	hâk
da	da
çok	çok
önemli	önemli
görüşmelerin	görüşme
tamamlanmasını	tamamla
bekleyin	bekle
mesajı	mesaj
verilmesi	ver
istendi	iste
meral	meral
yumuşayıverdi	yumuşa
yumuşayıver	yumuşa
alternatif	alternatif
türk	türk
popunun	pop
taze	taze
isimlerinden	isim
vega	vega
yeni	yeni
albümü	albüm
tatlı	tatlı
sert	sert
te	te
bu	bu
kez	kez
daha	daha
akustik	akustik
bir	bir
çizgi	çizgi
yakalıyor	yakala
kızıldağ	kızıldağ
rekorunu	rekor
ispanya'da	ispanya
egale	egale
etti	et
üstelik	üstelik
kendini	kendi
öyle	öyle
sevdirdi	sev
sevdir	sev
ki	ki
...	...
nesi	ne
varmış	var
gazeteci	gazeteci
kadınların	kadın
gazeteci	gazeteci
erkeklerle	erkek
evlenmesi	evlen
daha	daha
da	da
zordur	zor
zor	zor
diyorum	de
yayar	yay
yaymaz	yay
da	da
taze	taze
çiçeklerin	çiçek
burcu	burcu
burcu	burcu
kokusunu	koku
duydu	duy
hadi	hadi
bakalım	bak
rastgele	rastgele
...	...
rüyalarda	rüya
yaratıcılığın	yaratıcılık
üst	üst
sınırı	sınır
yoktur	yok
yok	yok
büyük	büyük
yayvan	yayvan
bir	bir
kabın	kâp
içine	iç
ince	ince
doğranmış	doğra
veya	veya
rendelenmiş	rendele
soğan	soğan
kıyma	kıyma
sütte	süt
ıslatıldıktan	ısla
sonra	sonra
ufalanmış	ufala
ekmek	ekmek
içi	iç
yumurta	yumurta
ince	ince
kıyılmış	kıy
maydanozun	maydanoz
yarısı	yarı
tuz	tuz
ve	ve
karabiberi	karabiber
koyun	koy
gece	gece
çıkarken	çıkar
çıkar	çıkar
rahat	rahat
bir	bir
giysinin	giysi
altına	alt
da	da
kullanabilirsiniz	kullan
gerçekten	gerçekten
de	de
kolay	kolay
bir	bir
iş	iş
şişenin	şişe
dibi	dip
göründüğünde	görün
birden	birden
otelde	otel
gördüğüm	gör
pilotlar	pilot
geldi	gel
aklıma	akıl
üstad	üstad
yemek	yemek
için	için
bizden	biz
müsaade	müsaade
istedi	iste
beyaz	beyaz
bayrak	bayrak
bir	bir
sonrası	sonra
için	için
bir	bir
umut	umut
ama	ama
ya	ya
tetiğe	tetik
dokunursan	dokun
dokunur	dokun
...	...
15	15
gün	gün
değerlendirme	değer
hakkı	hak
bulunan	bulun
sezer	sezer
bu	bu
süre	süre
sonunda	sonunda
ya	ya
onay	onay
verecek	ver
ya	ya
da	da
değişikliği	değişiklik
referanduma	referandum
sunacak	sun
sen	sen
güler	güler
hanım'a	hanım
yavaş	yavaş
yavaş	yavaş
çıtlat	çıtla
demiştik	de
demiş	de
mehmet'e	mehmet
iyimser	iyimser
yahut	yahut
eski	eski
tabiriyle	tabir
nikbin	nikbin
dediğimiz	de
insanlar	insan
hakikaten	hakika
yalnız	yalnız
kendilerinin	kendi
hayatını	hayat
tatlılaştırmakla	tatlı
kalmazlar	kal
beraber	beraber
yaşadıkları	yaşa
insanlara	insan
da	da
hayatı	hayat
pembe	pembe
bir	bir
gözlük	gözlük
arkasından	arka
seyrettirirler	seyret
bizim	biz
tulumlarımız	tulum
vardı	var
var	var
içeriden	içeri
çektiğimiz	çek
için	için
bizi	biz
sıcak	sıcak
tutuyordu	tut
tutuyor	tut
aşkın	aşk
cinsel	cinsel
paylaşım	paylaşım
olmadan	ol
platonik	platonik
seviyede	seviye
yaşanmasına	yaşa
olanak	olanak
yoktur	yok
yok	yok
üzerlerine	üzer
sirkeyi	sirke
gezdirin	gez
küçük	küçük
daracık	daracık
pencerelerimiz	pencere
birbirine	birbiri
bakardı	bak
bakar	bak
otlar	ot
başaklar	başak
arasında	ara
koşuyorum	koş
koşuyorum	koş
aday	aday
locada	loca
bir	bir
kez	kez
dolaştırıldıktan	dolaş
sonra	sonra
ant	ant
kürsüsünün	kürsü
önüne	ön
getirilir	getir
belki	belki
de	de
elinden	el
gelen	gel
fazla	fazla
bir	bir
şey	şey
yoktu	yok
yok	yok
ne	ne
de	de
olsa	ol
sovyet	sovyet
sistemi	sistem
büyük	büyük
çelişkilerin	çelişki
sistemi	sistem
olmuştu	ol
olmuştu	ol
olmuş	ol
her	her
zaman	zaman
türk	türk
sözcüğünün	sözcük
kutsallık	kutsallık
kalesi	kale
arkasında	arka
bir	bir
yığın	yığın
ipe	ip
un	un
serici	serici
bilgisiz	bilgi
pozörün	pozör
birikip	birik
durmakta	dur
olduğundan	ol
kimsenin	kimse
haberi	haber
yoktu	yok
yok	yok
işte	işte
hesap	hesap
birkaç	birkaç
unutulmaması	unut
gereken	gerek
öğüt	öğüt
buna	bu
rağmen	rağmen
hem	hem
nükleer	nükleer
hem	hem
de	de
konvansiyonel	konvansiyonel
nitelikteki	nitelik
nitelikte	nitelik
ki	ki
silahların	silah
miktarı	miktar
hiçbir	hiçbir
zaman	zaman
sıfırlanmaz	sıfırla
yaşlarda	yaş
da	da
kendimi	kendi
edebiyatçı	edebiyatçı
sayıyordum	say
sayıyor	say
zaten	zaten
myk	myk
toplantısından	toplantı
çıkışında	çık
istifa	istifa
etmeyeceğim	et
ama	ama
sıkıntılıyız	sıkıntılı
diyen	de
derviş'in	derviş
çağdaş	çağdaş
sosyal	sosyal
demokrasi	demokrasi
ve	ve
türkiye	türkiye
raporunda	rapor
türkiye'de	türkiye
chp	chp
eşittir	eşit
devlet	devlet
yasaklar	yasak
güdüm	güdüm
hissinin	his
sürdüğüne	sür
dikkat	dikkat
çekildi	çek
efsanenin	efsane
çekiciliği	çekicilik
beyaz	beyaz
saçlı	saç
üç	üç
delikanlının	delikanlı
john	john
lennon'ın	lennon
değişmeyen	değiş
siluetini	siluet
kazıyacak	kazı
her	her
beatles	beatles
abidesinin	abide
üstüne	üst
servis	servis
tabağına	tabak
aldıktan	al
sonra	sonra
üzerine	üzer
kıyılmış	kıy
dereotu	dereotu
serpin	serp
sonra	sonra
da	da
bir	bir
yere	yer
bırakın	bırak
köpükten	köpük
dişleri	diş
dudakları	dudak
gökyüzünden	gökyüzü
falsolarımızı	falso
birer	bir
birer	bir
düzeltiyordu	düzel
düzeltiyor	düzel
öte	öte
taraftan	taraf
bir	bir
tümen	tümen
de	de
takibe	takip
devam	devam
eden	et
türk	türk
cengâverlerini	cengâver
arkadan	arka
çembere	çember
almak	al
için	için
hazır	hazır
bekliyor	bekle
samsunspor	samsunspor
maçı	maç
öncesi	önce
sarı	sarı
lacivertli	lacivert
yöneticilerin	yönetici
tüm	tüm
uyarılarına	uyarı
rağmen	rağmen
sinirlerine	sinir
hakim	hâkim
olamayarak	ol
yine	yine
sarı	sarı
kart	kart
gören	gör
kemalettin	kemalettin
teknik	teknik
direktör	direktör
parreira	parreira
tarafından	taraf
kırmızı	kırmızı
kart	kart
görmemesi	gör
için	için
oyundan	oyun
alınırken	alın
alınır	alın
trabzonspor	trabzonspor
maçında	maç
da	da
kart	kart
görüp	gör
görmeyeceği	gör
şimdiden	şimdi
merak	merak
konusu	konu
oldu	ol
ayrıca	ayrıca
etek	etek
boyu	boy
dizin	dizin
parmak	parmak
altında	alt
olmalıydı	ol
bunu	bu
da	da
hiç	hiç
biri	biri
sallamazdı	salla
sallamaz	salla
kapıyı	kapı
doğuş	doğuş
açtı	aç
günlük	günlük
yaşantımızda	yaşantı
okula	okul
giderken	gider
gider	gider
otobüse	otobüs
okuldayken	okul
okuldayken	okul
okulda	okul
yemeğe	yemek
çarşıdayken	çarşı
çarşıda	çarşı
alışveriş	alışveriş
yaptığımızda	yap
para	para
gereken	gerek
bir	bir
araçtır	araç
12	12
adet	âdet
omuz	omuz
çalıştırma	çalış
ve	ve
sönmez	sönmez
bir	bir
heyecanla	heyecan
ekledi	ekle
şahin	şahin
hocam	hoca
hemen	hemen
bir	bir
vekaletname	vekâletname
hazırla	hazır
ve	ve
mahkemedeki	mahkeme
mahkemede	mahkeme
ki	ki
dosyana	dosya
koydur	koy
bir	bir
suretini	suret
de	de
bana	ben
getir	getir
...	...
kabakları	kabak
ince	ince
dilimler	dilim
halinde	hâl
doğrayın	doğra
doğal	doğal
yöntemlerle	yöntem
beslenen	besle
ve	ve
taze	taze
inek	inek
sütüne	süt
olan	ol
talepte	talep
artmaktadır	art
benim	ben
yanıtım	yanıt
ikisinin	iki
de	de
doğru	doğru
olduğudur	ol
olduğu	ol
yüzü	yüz
kınalı	kınalı
alıç	alıç
gibi	gibi
buruş	bur
buruştur	bur
buruştur	bur
buruş	bur
abd'de	abd
houdini	houdini
adlı	adlı
üç	üç
buçuk	buçuk
metre	metre
boyunda	boy
ve	ve
yaklaşık	yaklaşık
30	30
kilogram	kilogram
ağırlığında	ağırlık
ki	ki
burma	bur
pitonu	piton
çift	çift
kişilik	kişilik
elektrikli	elektrikli
battaniyeyi	battaniye
kablosu	kablo
ve	ve
kumandasıyla	kumanda
birlikte	birlikte
yuttu	yut
henüz	henüz
hacca	hac
gidecek	git
vaktim	vakit
olmadı	ol
demek	de
ki	ki
gözümüzü	göz
çatlağa	çatlak
dikip	dik
devlet	devlet
krizi	kriz
paranoyaları	paranoya
geliştireceğimize	geliş
devleti	devlet
yenileyeceğiz	yenile
"""elma""nın"	"""elma"""
fransa'da	fransa
yayımlandığı	yayımla
sırada	sıra
türkiye'de	türkiye
yargılanıyor	yargıla
olması	ol
da	da
türkiye	türkiye
için	için
olumsuz	olumsuz
bir	bir
durum	durum
yaratacak	yarat
millet'in	millet'in
atatürk	atatürk
tarafından	taraf
da	da
kullanılmış	kullan
yaygın	yaygın
tanımlarından	tanım
biri	biri
şudur	şu
şu	şu
millet	millet
dil	dil
kültür	kültür
ve	ve
ülkü	ülkü
birliği	birlik
ile	ile
birbirine	birbiri
bağlı	bağlı
olan	ol
vatandaşların	vatandaş
oluşturduğu	oluş
siyasi	siyasi
ve	ve
sosyal	sosyal
toplumdur	toplum
toplum	toplum
kitap	kitap
dergi	dergi
okurlar	okur
internette	internet
yenilikleri	yenilik
takip	takip
ederler	et
doğuda	doğu
yüzyıllarca	yüzyıllarca
kafa	kafa
cimnastiği	cimnastik
egemen	egemen
güçlerce	güç
ve	ve
dinin	din
yanlış	yanlış
anlaşılması	anlaş
sonucu	sonuç
yasaklanınca	yasakla
bedensel	bedensel
cimnastik	cimnastik
daha	daha
bir	bir
önem	önem
kazanmış	kazan
annemi	anne
unutamadığım	unut
gibi	gibi
kalender	kalender
dede'yi	dede
de	de
unutamadım	unut
uzun	uzun
kamalarının	kama
ucuna	uç
kırmızı	kırmızı
büyük	büyük
birer	bir
elma	elma
takılmış	tak
atların	at
yanında	yan
önünde	ön
oyunlar	oyun
yaptılar	yap
öteki	öte
gençlerle	genç
beraber	beraber
bol	bol
bol	bol
bağırıştılar	bağır
tahtaya	tahta
bir	bir
çiçek	çiçek
resmi	resim
çizmiş	çiz
teknik	teknik
direktör	direktör
karol	karol
pecze	pecze
lider	lider
trabzonspor'a	trabzonspor
karşı	karşı
çok	çok
iyi	iyi
hazırlandıklarını	hazırla
vurgulayarak	vurgula
rakibimiz	rakip
şu	şu
anda	an
ligin	lig
en	en
üst	üst
sırasında	sıra
eğlence	eğlence
bir	bir
hayatmış	hayat
sinema	sinema
herhalde	herhalde
eksikleri	eksik
olmasına	ol
tahammül	tahammül
edemez	et
her	her
koşulda	koşul
davranması	davran
gerektiği	gerek
gibi	gibi
davranan	davran
bilgili	bilgili
zeki	zeki
zarif	zarif
biri	biri
yapardınız	yap
yapar	yap
tamamen	tamamen
beyoğlu'nda	beyoğlu
geçmiş	geçmiş
hayatım	hayat
ne	ne
garip	gar
kasımın	kasım
son	son
günleri	gün
hava	hava
soğuk	soğuk
dünya	dünya
için	için
olgunlaştırıldığımıza	olgunlaş
göre	göre
yakınlarımızın	yakın
ölmesi	öl
sevdiklerimizden	sev
ayrılmak	ayrıl
evlenmek	evlen
ya	ya
da	da
namaz	namaz
kılmak	kıl
için	için
olgunlaşmayı	olgun
bir	bir
yandan	yan
da	da
ahret'e	ahiret
hazırlandırıldığımızda	hazırlan
meselâ	meselâ
umduğumuz	um
gibi	gibi
bir	bir
ölümle	ölüm
ölebilmeyi	öl
beklememiz	bekle
kadar	kadar
anlamsız	anlamsız
bir	bir
başka	başka
bekleyiş	bekle
olmaz	ol
saraydan	saray
yana	yan
olduğu	ol
için	için
sürülmüştür	sür
sürülmüş	sür
ülkesinden	ülke
tek	tek
tek	tek
yapılan	yap
yardımın	yardım
yeterli	yeterli
olmadığı	ol
görüşünde	görüş
birleşen	birleş
avrupalı	avrupalı
devlet	devlet
adamları	adam
isviçre'nin	isviçre
cenevre	cenevre
kentinde	kent
toplandılar	topla
dedesinin	dede
aldığı	al
hediyeyi	hediye
açarken	aç
açar	aç
heyecanlanmıştı	heyecan
heyecanlanmış	heyecan
evet	evet
biliyorum	bil
dedi	de
susamsız	susamsız
simit	simit
bir	bir
yuvarlak	yuvarlak
verdi	ver
anne	anne
dedi	de
dinamo	dinamo
moskova	moskova
stalin'in	stalin
en	en
güvendiği	güven
ekip	ekip
1945'te	1945
maçlık	maçlık
bir	bir
ingiltere	ingiltere
turnesi	turne
yapıp	yap
sovyet	sovyet
futbolunu	futbol
dünyaya	dünya
tanıtmıştı	tanı
tanıtmış	tanı
abhazya'da	abhazya
devir	devir
teslim	teslim
asacak	as
yer	yer
bile	bile
yoktu	yok
yok	yok
suriye	suriye
için	için
türkiye	türkiye
de	de
avrupa'ya	avrupa
çıkışın	çık
kapısı	kapı
çağdaşlık	çağdaşlık
eleştirisi	eleştiri
cumhuriyet	cumhuriyet
tarihinde	tarih
ulaşılamamış	ulaş
bir	bir
neticeye	netice
ulaştık	ulaş
el	el
ensar	ensar
takımının	takım
11	11
yıllık	yıllık
egemenliğine	egemenlik
son	son
veren	ver
yeni	yeni
lübnan	lübnan
şampiyonu	şampiyon
25	25
yıl	yıl
süren	sür
bekleyişin	bekle
ürününü	ürün
el	el
ekhi	ekhi
takımını	takım
yenerek	yen
aldı	al
istanbul	istanbul
devlet	devlet
tiyatrosu'nun	tiyatro
sunduğu	sun
ışıl	ışıl
kasapoğlu'nun	kasapoğlu
sahnelediği	sahnele
cyrano	cyrano
de	de
bergerac	bergerac
ın	ın
hiç	hiç
kesintisiz	kesintisiz
tam	tam
metinle	metin
oynandığını	oyna
öğrendiğimde	öğren
üç	üç
buçuk	buçuk
saatlik	saatlik
süre	süre
gözümde	göz
büyüdü	büyü
ve	ve
oldukça	oldukça
endişeli	endişeli
biraz	biraz
da	da
görev	görev
gereği	gerek
gittim	git
oyuna	oyun
...	...
aşk	aşk
hakkında	hak
yazabilirdim	yaz
yazabilir	yaz
mesela	mesela
bu	bu
zaman	zaman
içerisinde	içeri
insan	insan
doğar	doğ
büyür	büyü
ve	ve
ölür	öl
herhangi	herhangi
bir	bir
sorunumuz	sorun
yok	yok
dedi	de
çıktık	çık
yücel	yücel
erten	erten
kutlamaları	kutla
kabul	kabul
ediyor	et
abd	abd
büyükelçisi	büyükelçi
pearson	pearson
kızılay'a	kızılay
kan	kan
bağışladı	bağışla
kumral	kumral
saçları	saç
dağılmıştı	dağıl
dağılmış	dağıl
taylan	taylan
dayı'yı	dayı
sordum	sor
yirmi	yirmi
gün	gün
kadar	kadar
önce	önce
vefat	vefat
ettiğini	et
söyledi	söyle
yeni	yeni
otelci	otelci
doğu	doğu
avrupa'da	avrupa
nato	nato
üyesi	üye
olmak	ol
ya	ya
da	da
en	en
azından	azı
nato'yla	nato
daha	daha
fazla	fazla
işbirliği	işbirliği
yapmak	yap
donanımda	donanım
örgütün	örgüt
standartlarını	standart
yakalayabilmek	yakala
için	için
silahlı	silahlı
kuvvetlerinde	kuvvet
reform	reform
yapmaları	yap
gerektiğini	gerek
düşündüler	düşün
el	el
öpünce	öp
gül	gül
dudaklar	dudak
farklı	farklı
dillerde	dil
konuşan	konuş
kadınların	kadın
sayısı	sayı
hiç	hiç
de	de
az	az
ali	ali
buna	bu
çok	çok
sevinmişti	sevin
sevinmiş	sevin
ve	ve
biz	biz
hepimiz	hep
bir	bir
ağızdan	ağız
çocuğa	çocuk
işaret	işaret
ederek	et
işte	işte
bu	bu
şayanı	şayanı
nefret	nefret
bakın	bakın
herkesin	herkes
menfuru	menfur
olmuş	ol
diye	diye
başlayan	başla
bir	bir
şey	şey
söylerdik	söyle
söyler	söyle
akşam	akşam
saatlerinde	saat
dönem	dönem
meclis	meclis
dışında	dış
kalmış	kal
ve	ve
askerlerle	asker
yakın	yakın
ilişkileri	ilişki
olan	ol
bir	bir
siyasetçiden	siyaset
telefon	telefon
aldım	al
elbette	elbet
öyle	öyle
bir	bir
hayatın	hayat
böyle	böyle
bir	bir
neticesi	netice
olacak	ol
güzel	güzel
her	her
şeye	şey
karşın	karşın
umutlu	umutlu
dönem	dönem
...	...
vücudunda	vücut
yağ	yağ
kitlesi	kitle
fazla	fazla
olan	ol
bir	bir
insana	insan
diyet	diyet
programı	program
yerine	yer
doğru	doğru
beslenme	besle
programları	program
öğretilmelidir	öğret
hızla	hızla
korsan	korsan
koyuna	koyun
gizledikleri	gizle
tekneleriyle	tekne
uzaklaşıyorlar	uzaklaş
babamı	baba
çok	çok
seviyordum	sev
seviyor	sev
ama	ama
annem	anne
ve	ve
çevresinin	çevre
etkisiyle	etki
boşanmalarını	boşa
istiyor	iste
ama	ama
heykel	heykel
düştü	düş
diye	diye
ya	ya
da	da
yaa	yaa
düşman	düşman
bize	biz
saldırıyor	sal
diye	diye
moral	moral
bozulmaz	boz
sebep	sebep
biraz	biraz
sağlık	sağlık
ve	ve
bu	bu
olayların	olay
getirdiği	getir
çeşitli	çeşitli
rahatsızlıklar	rahatsızlık
bush	bush
yönetiminin	yönetim
halk	halk
desteğini	destek
aşağı	aşağı
çeken	çek
ırak	ırak
işgali	işgal
daha	daha
çok	çok
ekonomi	ekonomi
ve	ve
sosyal	sosyal
konulara	konu
yoğunlaşan	yoğun
seçmenin	seçmen
tercihlerini	tercih
etkilemese	etkile
de	de
savaş	savaş
karşıtı	karşıt
damarı	damar
güçlü	güçlü
ıowalı	ıowalı
demokratların	demokrat
tercihlerinde	tercih
bir	bir
etken	etken
sıralanıyor	sırala
üniversite	üniversite
için	için
yaptığımız	yap
en	en
önemli	önemli
transfer	transfer
bence	bence
şükrü	şükrü
bayındır	bayındır
oldu	ol
sevgi	sevgi
herhalde	herhalde
böyle	böyle
bir	bir
şeydir	şey
imamlar	imam
hayır	hayır
biz	biz
size	siz
kuran	kur
öğretemeyiz	öğret
dini	dini
bilgi	bilgi
veremeyiz	ver
mi	mi
desinler	de
sahne	sahne
çok	çok
güzel	güzel
düzenlenmişti	düzenle
düzenlenmiş	düzenle
metnin	metin
başlığı	başlık
içi	iç
beyaz	beyaz
dantellerle	dantel
süslü	süslü
bir	bir
taksiye	taksi
bindik	bin
kaçıp	kaç
gizlenmek	gizle
zorunda	zor
kaldı	kal
bizi	biz
dinleyen	dinle
yaşlı	yaşlı
bir	bir
teyze	teyze
iyi	iyi
bir	bir
davaya	dava
kendini	kendi
adayıp	ada
ölümüne	ölüm
bir	bir
kavgayı	kavga
göğüslemek	göğüsle
yaratılışına	yarat
çok	çok
uygundur	uygun
uygun	uygun
adadan	ada
sizi	siz
kurtaran	kurtar
transatlantikte	transatlantik
gece	gece
tiyatro	tiyatro
seyretmek	seyret
zorunda	zor
kalıyorsunuz	kal
maksim	maksim
gorki'nin	gorki
çocukluğum	çocukluk
benim	ben
üniversitelerim	üniversite
ve	ve
hayatımı	hayat
kazanıyorum	kazan
diye	diye
bir	bir
trilojisi	triloji
vardır	var
var	var
170	170
derecelik	derecelik
fırında	fır
30	30
dakika	dakika
pişirin	pişir
asimetrix	asimetrix
her	her
pazartesi	pazartesi
saat	saat
20.00'de	20.00
muammer	muammer
karaca	karaca
sahnesi'nde	sahne
gözle	göz
görülmeyen	gör
bu	bu
mikroplar	mikrop
hep	hep
vücudumuza	vücut
girmeye	gir
çalışırlar	çalış
kuzeye	kuzey
kaydırdığı	kay
savaşta	savaş
da	da
daha	daha
çok	çok
barzani'nin	barzani
güçlerini	güç
kullanmaya	kullan
başlamıştı	başla
başlamış	başla
hava	hava
sıcaklığı	sıcaklık
yavaş	yavaş
yavaş	yavaş
düşmektedir	düş
15	15
gündür	gün
türkiye'de	türkiye
olay	olay
mı	mi
var	var
bu	bu
türkiye	türkiye
cumhuriyeti'ne	cumhuriyet
karşı	karşı
yapılan	yap
en	en
büyük	büyük
ayıptır	ayıp
yaşamımızın	yaşam
her	her
yerini	yer
kaplamıştır	kapla
müzik	müzik
artık	artık
kapı	kapı
açılmayacak	aç
ne	ne
yapalım	yap
saatin	saat
16.00	16.00
olduğuna	ol
dikkatinizi	dikkat
çekerim	çek
siz	siz
de	de
katılmak	kat
isterseniz	iste
ister	iste
ki	ki
deniz	deniz
kum	kum
ve	ve
güneşi	güneş
de	de
hesaba	hesap
katmadan	kat
edemiyoruz	et
üç	üç
hafta	hafta
her	her
cuma	cuma
istanbul'dan	istanbul
kalkan	kalk
bir	bir
minibüs	minibüs
bozcaada'ya	bozcaada
gidecek	git
her	her
pazartesi	pazartesi
geri	geri
dönecek	dön
ve	ve
pek	pek
çok	çok
kadın	kadın
ile	ile
erkeğin	erkek
yaşadığını	yaşa
sandığım	san
gibi	gibi
çok	çok
geç	geç
"."""	"."""
hiçbir	hiçbir
barbar	barbar
insanlığa	insanlık
batı	batı
medeniyeti	medeniyet
kadar	kadar
zarar	zarar
vermemiştir	ver
dediniz	de
hemoroid	hemoroid
basur	basur
ikizlerle	ikizler
gelen	gel
yeni	yeni
hayat	hayat
sacide	sacide
rolü	rol
bana	ben
verildi	ver
bir	bir
taliban	taliban
askeri	asker
bir	bir
mağazaya	mağaza
girer	gir
ve	ve
mağaza	mağaza
sahibine	sahip
dışarıdaki	dışarı
dışarıda	dışarı
ki	ki
posteri	poster
işaret	işaret
ederek	et
kim	kim
bu	bu
diye	diye
sorar	sor
ırak'ın	ırak
başkenti	başkent
bağdat	bağdat
uyuşturucu	uyuşturucu
pornografi	pornografi
her	her
tür	tür
silah	silah
ve	ve
mühimmatın	mühimmat
açık	açık
pazarı	pazar
haline	hâl
geldi	gel
yine	yine
murat	murat
astsubay	astsubay
incecik	incecik
bir	bir
dala	dal
miğfer	miğfer
takmışsın	tak
gibi	gibi
duruyor	dur
uzaktan	uzak
üzülüyorum	üz
baba'nın	baba
durumuna	durum
diyordu	de
mahmut	mahmut
arslan	arslan
krizlerde	kriz
sergilenen	sergile
tabloda	tablo
öncelikli	öncelikli
halkın	halk
devlete	devlet
bakış	bak
açısının	açı
belirleyici	belirleyici
olduğunu	ol
ifade	ifade
ediyor	et
güverte	güverte
donanımı	donanım
haydi	haydi
dostum	dost
biraz	biraz
dolaş	dolaş
"."""	"."""
bu	bu
parti	parti
kendini	kendi
hıristiyan	hıristiyan
demokratlar	demokrat
gibi	gibi
'islami	'islami
demokratik	demokratik
bir	bir
parti'	parti'
tanımlıyor	tanımla
milletimiz	millet
de	de
bu	bu
durumdan	durum
etkilenerek	etkile
bir	bir
yandan	yan
fakirlikle	fakirlik
mücadele	mücadele
ediyor	et
bir	bir
yandan	yan
da	da
bozulan	boz
moralini	moral
düzeltmeye	düzel
çalışıyordu	çalış
çalışıyor	çalış
avşar	avşar
kızı'nın	kız
içinde	iç
bulunduğu	bulun
her	her
şey	şey
satıyordu	sat
satıyor	sat
çünkü	çünkü
avşar	avşar
soyadı	soyad
reklamın	reklam
garantisiydi	garanti
garantisi	garanti
aşklar	aşk
kırmızı	kırmızı
renktedir	renk
ben	ben
girince	gir
biraz	biraz
toparlandılar	toparla
çınara	çınar
benzer	benze
parlak	parlak
sık	sık
yapraklı	yapraklı
adı	ad
üstünde	üst
mis	mis
kokulu	kokulu
bir	bir
tür	tür
hazreti	hazret
hüseyin'in	hüseyin
kellesine	kelle
sen	sen
vurmaz	vur
ama	ama
vuranı	vur
alkışlarsın	alkışla
hissettiği	hisset
huzur	huzur
new	new
york'ta	york
ki	ki
müslüman	müslüman
türklerle	türk
istanbul'a	istanbul
kadar	kadar
getirmiş	getir
hangi	hangi
işle	iş
meşgul	meşgul
olursa	ol
olursa	ol
olur	ol
olsun	ol
son	son
derece	derece
dikkatlidir	dikkatli
çin'den	çin
dünya	dünya
rekoru	rekor
fakat	fakat
malını	mal
gönül	gönül
hoşluğuyla	hoşluk
vermişse	ver
vermiş	ver
başkadır	başka
başka	başka
daha	daha
sonra	sonra
buna	bu
güreş	güreş
uzun	uzun
atlama	atla
maraton	maraton
gibi	gibi
sporlar	spor
da	da
eklendi	ekle
yüz	yüz
para	para
sende	sen
kalsın	kal
iki	iki
